repository;window_index;metric_A;best_classifier_A;metric_B;best_classifier_B;window_A_pred;window_A_true;window_A_res;window_B_pred;window_B_true;window_B_res;num_predict;A_intersection_B;A/B;B/A;Missed_both;A_intersection_B_%;A/B_%;B/A_%;Missed_both_%
cloudalchemy/ansible-grafana;0;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 0, 1, 1];7;6;1;0;0;85,71;14,29;0;0
cloudalchemy/ansible-grafana;1;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 0, 1, 1];7;6;1;0;0;85,71;14,29;0;0
cloudalchemy/ansible-grafana;2;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 0, 1, 1];7;6;1;0;0;85,71;14,29;0;0
cloudalchemy/ansible-grafana;3;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 0, 1, 1];7;6;1;0;0;85,71;14,29;0;0
cloudalchemy/ansible-grafana;4;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 0, 1, 1];7;6;1;0;0;85,71;14,29;0;0
cloudalchemy/ansible-grafana;5;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1];[1, 0, 1, 1, 1, 1, 1, 0];[0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 0, 1, 0, 1];8;3;5;0;0;37,5;62,5;0;0
cloudalchemy/ansible-grafana;6;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0];8;1;7;0;0;12,5;87,5;0;0
cloudalchemy/ansible-grafana;7;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0];8;1;7;0;0;12,5;87,5;0;0
cloudalchemy/ansible-grafana;8;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 0, 1, 1, 1];[0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 1, 1, 0, 0];8;2;6;0;0;25;75;0;0
cloudalchemy/ansible-grafana;9;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0];8;1;7;0;0;12,5;87,5;0;0
cloudalchemy/ansible-grafana;10;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 0, 0, 1, 0];9;6;3;0;0;66,67;33,33;0;0
cloudalchemy/ansible-grafana;11;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 0, 1, 0, 1];[1, 0, 1, 1, 0, 1, 1, 1];[0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 1, 0, 1, 0];8;1;5;2;0;12,5;62,5;25;0
cloudalchemy/ansible-grafana;12;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 0, 0, 1, 1];[0, 0, 1, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 0, 1, 1, 0, 0, 1];8;4;2;1;1;50;25;12,5;12,5
cloudalchemy/ansible-grafana;13;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 0, 0, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 1, 1, 0, 1];8;5;1;2;0;62,5;12,5;25;0
cloudalchemy/ansible-grafana;14;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 0, 0, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 1, 1, 0, 1];8;5;1;2;0;62,5;12,5;25;0
cloudalchemy/ansible-grafana;15;pdg;random_forest;delta;naive_bayes;[0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 0, 1, 0, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 1, 1, 0, 1];8;5;1;2;0;62,5;12,5;25;0
cloudalchemy/ansible-grafana;16;pdg;random_forest;delta;naive_bayes;[0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 0, 1, 0, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 1, 1, 0, 1];8;5;1;2;0;62,5;12,5;25;0
cloudalchemy/ansible-grafana;17;pdg;random_forest;delta;naive_bayes;[0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 0, 1, 0, 0, 1, 1];[0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 0, 1, 0, 1];8;4;1;2;1;50;12,5;25;12,5
cloudalchemy/ansible-grafana;18;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 0, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 1, 1, 0, 1];8;6;1;1;0;75;12,5;12,5;0
cloudalchemy/ansible-grafana;19;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 0, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 1, 1, 0, 1];8;6;1;1;0;75;12,5;12,5;0
cloudalchemy/ansible-grafana;20;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 1, 0, 1, 0];[1, 0, 1, 0, 0, 0, 1, 0];[0, 1, 0, 1, 0, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 0];[0, 1, 0, 1, 1, 1, 0, 1];8;4;1;1;2;50;12,5;12,5;25
cloudalchemy/ansible-grafana;21;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 1, 0];[1, 0, 1, 0, 0, 0, 1, 0];[1, 1, 1, 1, 0, 1, 1, 1];[0, 0, 0, 0, 0, 1, 0, 0];[1, 0, 1, 0, 0, 0, 1, 0];[0, 1, 0, 1, 1, 0, 0, 1];8;3;4;1;0;37,5;50;12,5;0
cloudalchemy/ansible-grafana;22;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 1, 0, 1, 0];[1, 0, 1, 0, 0, 1, 1, 0];[0, 1, 0, 1, 0, 0, 1, 1];[1, 0, 1, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 1, 1, 0];[1, 1, 1, 1, 1, 0, 0, 1];8;3;1;3;1;37,5;12,5;37,5;12,5
cloudalchemy/ansible-grafana;23;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 0];[1, 1, 1, 1, 0, 1, 0, 1];[0, 0, 0, 0, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 0];[0, 1, 0, 1, 1, 0, 1, 1];8;3;3;2;0;37,5;37,5;25;0
cloudalchemy/ansible-grafana;24;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 1, 1, 1];[1, 0, 1, 0, 0, 0, 1, 0];[1, 1, 1, 1, 0, 0, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1];[1, 0, 1, 0, 0, 0, 1, 0];[1, 0, 1, 0, 0, 0, 1, 0];8;3;2;0;3;37,5;25;0;37,5
cloudalchemy/ansible-grafana;25;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 1, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[1, 1, 1, 1, 0, 0, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 1];[1, 0, 1, 0, 0, 0, 1, 1, 0];[0, 1, 0, 1, 1, 1, 0, 0, 0];9;2;5;2;0;22,22;55,56;22,22;0
cloudalchemy/ansible-grafana;26;pdg;random_forest;delta;naive_bayes;[0, 0, 1, 0, 1, 1, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[0, 1, 1, 1, 0, 0, 1, 1, 1];[0, 0, 0, 0, 1, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[0, 1, 0, 1, 0, 1, 0, 0, 1];9;3;3;1;2;33,33;33,33;11,11;22,22
cloudalchemy/ansible-grafana;27;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[1, 1, 1, 1, 0, 1, 1, 1, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[0, 0, 0, 1, 1, 1, 0, 0, 1];9;3;5;1;0;33,33;55,56;11,11;0
cloudalchemy/ansible-grafana;28;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[1, 1, 1, 1, 0, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[0, 1, 0, 1, 1, 1, 0, 0, 1];9;4;4;1;0;44,44;44,44;11,11;0
cloudalchemy/ansible-grafana;29;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 0, 1, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[1, 1, 1, 1, 0, 1, 0, 1, 1];[1, 1, 1, 1, 1, 1, 1, 1, 1];[1, 0, 1, 0, 0, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];9;3;4;1;1;33,33;44,44;11,11;11,11
cloudalchemy/ansible-grafana;30;pdg;random_forest;delta;naive_bayes;[0, 0, 1, 0, 1, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[0, 1, 1, 1, 0, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1, 1, 1, 1];[1, 0, 1, 0, 0, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];9;3;4;1;1;33,33;44,44;11,11;11,11
cloudalchemy/ansible-grafana;31;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[1, 1, 1, 1, 0, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[0, 1, 0, 1, 1, 1, 0, 0, 1];9;4;4;1;0;44,44;44,44;11,11;0
cloudalchemy/ansible-grafana;32;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[1, 1, 1, 1, 0, 1, 1, 1, 1];[0, 0, 0, 1, 0, 0, 1, 0, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[0, 1, 0, 0, 1, 1, 1, 0, 1];9;4;4;1;0;44,44;44,44;11,11;0
cloudalchemy/ansible-grafana;33;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[1, 1, 1, 1, 0, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[0, 1, 0, 1, 1, 1, 0, 0, 1];9;4;4;1;0;44,44;44,44;11,11;0
cloudalchemy/ansible-grafana;34;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[1, 1, 1, 1, 0, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[0, 1, 0, 1, 1, 1, 0, 0, 1];9;4;4;1;0;44,44;44,44;11,11;0
cloudalchemy/ansible-grafana;35;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[1, 1, 1, 1, 0, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 1, 0];[0, 1, 0, 1, 1, 1, 0, 0, 1];9;4;4;1;0;44,44;44,44;11,11;0
cloudalchemy/ansible-grafana;36;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 0, 1, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 0, 0];[0, 1, 0, 1, 1, 1, 0, 1, 1];9;4;3;2;0;44,44;33,33;22,22;0
cloudalchemy/ansible-grafana;37;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 0, 1, 1, 0, 1];[0, 0, 0, 1, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 1, 1, 0, 1, 1];9;3;4;2;0;33,33;44,44;22,22;0
cloudalchemy/ansible-grafana;38;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 0, 1, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 0, 0];[0, 1, 0, 1, 1, 1, 0, 1, 1];9;4;3;2;0;44,44;33,33;22,22;0
cloudalchemy/ansible-grafana;39;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 1, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 0, 1, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 0, 0];[0, 1, 0, 1, 1, 1, 0, 1, 1];9;4;3;2;0;44,44;33,33;22,22;0
cloudalchemy/ansible-grafana;40;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 0, 0, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1];[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];[1, 0, 1, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 1, 1, 1, 0, 0, 1, 0];10;4;5;1;0;40;50;10;0
cloudalchemy/ansible-grafana;41;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 0, 0, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 1, 1, 1, 1, 0, 1, 1];10;6;3;1;0;60;30;10;0
cloudalchemy/ansible-grafana;42;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 0, 1, 1];10;7;1;2;0;70;10;20;0
cloudalchemy/ansible-grafana;43;pdg;random_forest;delta;naive_bayes;[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0];11;7;2;1;1;63,64;18,18;9,09;9,09
cloudalchemy/ansible-grafana;44;pdg;random_forest;delta;naive_bayes;[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1];11;8;1;2;0;72,73;9,09;18,18;0
cloudalchemy/ansible-grafana;45;pdg;random_forest;delta;naive_bayes;[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1];11;7;3;1;0;63,64;27,27;9,09;0
cloudalchemy/ansible-grafana;46;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1];11;8;1;1;1;72,73;9,09;9,09;9,09
cloudalchemy/ansible-grafana;47;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1];11;9;1;1;0;81,82;9,09;9,09;0
cloudalchemy/ansible-grafana;48;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1];11;9;1;0;1;81,82;9,09;0;9,09
cloudalchemy/ansible-grafana;49;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1];11;9;2;0;0;81,82;18,18;0;0
cloudalchemy/ansible-grafana;50;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1];11;9;2;0;0;81,82;18,18;0;0
cloudalchemy/ansible-grafana;51;pdg;random_forest;delta;naive_bayes;[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0];11;7;2;2;0;63,64;18,18;18,18;0
cloudalchemy/ansible-grafana;52;pdg;random_forest;delta;naive_bayes;[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1];[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1];11;5;2;4;0;45,45;18,18;36,36;0
cloudalchemy/ansible-grafana;53;pdg;random_forest;delta;naive_bayes;[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];11;2;6;1;2;18,18;54,55;9,09;18,18
cloudalchemy/ansible-grafana;54;pdg;random_forest;delta;naive_bayes;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1];11;8;1;1;1;72,73;9,09;9,09;9,09
cloudalchemy/ansible-grafana;55;pdg;random_forest;delta;naive_bayes;[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1];11;7;1;2;1;63,64;9,09;18,18;9,09
cloudalchemy/ansible-grafana;56;pdg;random_forest;delta;naive_bayes;[1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];11;8;0;2;1;72,73;0;18,18;9,09
cloudalchemy/ansible-grafana;57;pdg;random_forest;delta;naive_bayes;[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1];11;7;3;1;0;63,64;27,27;9,09;0
cloudalchemy/ansible-grafana;58;pdg;random_forest;delta;naive_bayes;[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1];[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0];11;2;7;1;1;18,18;63,64;9,09;9,09
cloudalchemy/ansible-grafana;59;pdg;random_forest;delta;naive_bayes;[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1];11;9;2;0;0;81,82;18,18;0;0
